x_i,r_i
285157354,0.169121
-756139795,-0.448452
440787934,0.261423
1619037481,0.960220
-1431945550,-0.849260
-378353915,-0.224395
935796070,0.555003
109211009,0.064771
1291115770,0.765736
1546760093,0.917354
-492531090,-0.292111
624370777,0.370302
96815810,0.057420
770149045,0.456761
-1523627274,-0.903634
285837745,0.169525
880889866,0.522439
1233350733,0.731477
12308222,0.007300
-883755639,-0.524139
-51759918,-0.030698
1144977509,0.679064
-1557518714,-0.923735
-156024863,-0.092535
165724442,0.098288
-197772547,-0.117295
292411790,0.173424
-420953927,-0.249660
1043152098,0.618674
100651029,0.059694
-1307185130,-0.775267
287854609,0.170721
-95981526,-0.056925
-247148627,-0.146579
424997406,0.252058
250955241,0.148837
-81878286,-0.048560
-1151807035,-0.683115
688449446,0.408306
444168769,0.263428
-169763526,-0.100684
-808325539,-0.479403
-549234514,-0.325741
-60996327,-0.036176
1464248066,0.868418
-224346763,-0.133056
5328182,0.003160
1268743793,0.752468
72583242,0.043048
237524749,0.140871
272846142,0.161820
-68321719,-0.040520
-148535022,-0.088093
-1252633819,-0.742913
-931831610,-0.552652
301669537,0.178914
-1028034214,-0.609708
-1548039747,-0.918113
-73986098,-0.043880
635089273,0.376659
-197949150,-0.117400
-1004514603,-0.595759
431186518,0.255729
-506129199,-0.300176
-1415079830,-0.839257
1042548333,0.618316
-809967522,-0.480376
-775840087,-0.460136
-362748110,-0.215139
1397587077,0.828882
-603876890,-0.358148
1172186881,0.695202
-911590022,-0.540647
1294388509,0.767677
1264254702,0.749805
-358152743,-0.212414
202761026,0.120254
-1496018891,-0.887260
1309552502,0.776671
-1456532687,-0.863842
-985292662,-0.584358
-970072627,-0.575332
-18371714,-0.010896
-1325947127,-0.786394
842186066,0.499485
-1034662427,-0.613639
-423658746,-0.251264
-112682655,-0.066830
-1158282854,-0.686956
1523316861,0.903450
847324686,0.502532
696795705,0.413256
235910498,0.139914
177436053,0.105234
1085518998,0.643801
210991505,0.125135
984588458,0.583941
381410605,0.226207
117550750,0.069717
-267020439,-0.158365
-419624078,-0.248871
-318716091,-0.189024
641801254,0.380640
1558213569,0.924147
-1554072134,-0.921691
-245347363,-0.145511
-109345490,-0.064851
-1513855335,-0.897839
700645250,0.415539
783483637,0.464669
427159990,0.253340
233326577,0.138382
40343754,0.023927
-247200627,-0.146610
1312352702,0.778332
1654747081,0.981399
-417214062,-0.247442
1307109541,0.775222
1662547270,0.986025
-364136927,-0.215963
581333466,0.344778
-996554947,-0.591038
-264496050,-0.156868
111244025,0.065977
1372701090,0.814123
680081493,0.403343
153544406,0.091064
-1189904815,-0.705710
-521172758,-0.309098
607933421,0.360554
-1631626018,-0.967686
1126248489,0.667957
-528281678,-0.313314
-1390235131,-0.824522
1347913318,0.799422
-189767551,-0.112548
-40952326,-0.024288
707685021,0.419715
-63640722,-0.037744
-26908839,-0.015959
182320066,0.108131
-982772299,-0.582864
983077878,0.583045
175840433,0.104288
-397840118,-0.235951
-409285811,-0.242740
1162283006,0.689328
-1382360951,-0.819852
268617170,0.159312
289678181,0.171803
-854569082,-0.506829
1312060129,0.778158
-337984998,-0.200452
651441661,0.386358
257421966,0.152672
-1512684615,-0.897145
109686242,0.065053
-240018667,-0.142351
-493029098,-0.292406
-259710191,-0.154029
200757546,0.119065
357919405,0.212275
125726,0.000075
-350983959,-0.208162
-779947022,-0.462572
-597476155,-0.354352
-288042842,-0.170833
645786945,0.383004
751525434,0.445715
432089437,0.256264
-1466486354,-0.869745
-424015847,-0.251476
-352921598,-0.209311
1093650549,0.648623
-419031498,-0.248520
-141061775,-0.083661
-1149556406,-0.681780
459420173,0.272473
-1457387970,-0.864349
-1198268087,-0.710670
1181063698,0.700466
974519845,0.577969
-608761402,-0.361045
-1087189087,-0.644791
329445978,0.195388
-190102339,-0.112746
417638606,0.247694
743879801,0.441181
-691570142,-0.410157
1211932117,0.718774
883288918,0.523862
-468162607,-0.277658
-212403862,-0.125973
951525741,0.564332
98130270,0.058199
1008681385,0.598230
353155122,0.209450
1324509061,0.785541
-590808346,-0.350397
-1426515455,-0.846039
-1021084038,-0.605586
-1362589667,-0.808126
506615790,0.300464
-1057863463,-0.627399
-392326078,-0.232681
154016565,0.091344
-313624458,-0.186005
-705845711,-0.418624
336380298,0.199501
1565145293,0.928258
31057022,0.018419
-616789495,-0.365806
1104825938,0.655251
84834533,0.050314
1604101126,0.951362
-973681567,-0.577472
-292617574,-0.173546
1506734973,0.893616
846348046,0.501953
1121109305,0.664909
312157794,0.185135
-916832107,-0.543756
1372700054,0.814122
612191377,0.363079
-90275414,-0.053541
-1668188115,-0.989371
81110942,0.048105
-202261911,-0.119958
-156214158,-0.092648
-276811195,-0.164171
-381418202,-0.226212
307357377,0.182288
-274235718,-0.162644
-797669667,-0.473083
269901358,0.160073
230566297,0.136744
-454938494,-0.269815
-1206448651,-0.715522
285326006,0.169221
19749617,0.011713
1426995658,0.846324
-184361075,-0.109341
377397950,0.223828
843371209,0.500187
-680467822,-0.403573
-1386376283,-0.822233
819011142,0.485740
707815713,0.419792
-89197862,-0.052902
225395261,0.133678
-15682226,-0.009301
-1174768135,-0.696733
-736841054,-0.437006
-222657707,-0.132054
-978292778,-0.580207
-136064687,-0.080697
-102897174,-0.061026
143945453,0.085371
1141298654,0.676883
-432286935,-0.256381
1409147058,0.835738
1018993925,0.604346
148238182,0.087917
-1019718783,-0.604776
-404267270,-0.239763
-680188515,-0.403407
-262978450,-0.155968
-145905063,-0.086534
-707482430,-0.419594
454729909,0.269692
422567158,0.250617
1594273713,0.945534
-728788470,-0.432231
112993869,0.067015
77611262,0.046030
702331785,0.416540
-365340974,-0.216677
-1011659163,-0.599996
